(0.40871910, -0.08816059, -0.06123459, 0.90632590)
(0.40293940, -0.09210159, -0.06252011, 0.90838000)
(0.39686300, -0.09605551, -0.06380437, 0.91054330)
(0.39048190, -0.09996541, -0.06503381, 0.91280470)
(0.38378830, -0.10377430, -0.06615485, 0.91515300)
(0.37677430, -0.10742540, -0.06711391, 0.91757710)
(0.36943190, -0.11086150, -0.06785743, 0.92006560)
(0.36175320, -0.11402590, -0.06833184, 0.92260750)
(0.35373040, -0.11686160, -0.06848356, 0.92519160)
(0.34535560, -0.11931150, -0.06829417, 0.92780650)
(0.33662070, -0.12131890, -0.06782341, 0.93044110)
(0.32752330, -0.12282670, -0.06711970, 0.93308430)
(0.31827310, -0.12377790, -0.06623115, 0.93572480)
(0.30905760, -0.12411580, -0.06520586, 0.93835140)
(0.29998050, -0.12382720, -0.06409191, 0.94095290)
(0.29114530, -0.12309450, -0.06293741, 0.94351820)
(0.28265550, -0.12180680, -0.06179046, 0.94603590)
(0.27461470, -0.11979980, -0.06066806, 0.94849500)
(0.26712640, -0.11690900, -0.05952888, 0.95088430)
(0.26029420, -0.11296690, -0.05837814, 0.95319240)
(0.25422150, -0.10754160, -0.05722311, 0.95540830)
(0.24901200, -0.10112310, -0.05607106, 0.95752070)
(0.24475710, -0.09466159, -0.05494555, 0.95951850)
(0.24137850, -0.08809225, -0.05393309, 0.96139040)
(0.23877460, -0.08127286, -0.05282477, 0.96312520)
(0.23686420, -0.07419492, -0.05141468, 0.96471170)
(0.23556630, -0.06684989, -0.04978898, 0.96613880)
(0.23479960, -0.05922926, -0.04801242, 0.96739520)
(0.23448310, -0.05114591, -0.04614050, 0.96846980)
(0.23453560, -0.04282450, -0.04422874, 0.96935130)
(0.23487610, -0.03491228, -0.04233266, 0.97002850)
(0.23542350, -0.02757879, -0.04050777, 0.97049030)
(0.23609650, -0.02037308, -0.03880958, 0.97072540)
(0.23686440, -0.01288419, -0.03727626, 0.97075290)
(0.23789830, -0.00520604, -0.03586561, 0.97070630)
(0.23919320, 0.00252729, -0.03458191, 0.97060380)
(0.24071610, 0.01023150, -0.03343824, 0.97044630)
(0.24243410, 0.01796137, -0.03244763, 0.97023500)
(0.24431460, 0.02582517, -0.03162313, 0.96997100)
(0.24632460, 0.03411908, -0.03097780, 0.96965510)
(0.24843140, 0.04229899, -0.03052468, 0.96928840)
(0.25060190, 0.04956426, -0.03027526, 0.96887200)
(0.25280360, 0.05599747, -0.03022086, 0.96840680)
(0.25500340, 0.06171228, -0.03034392, 0.96789390)
(0.25716860, 0.06674118, -0.03067231, 0.96733430)
(0.25926630, 0.07111667, -0.03119624, 0.96672900)
(0.26126380, 0.07487174, -0.03171184, 0.96607920)
(0.26321440, 0.07815147, -0.03216186, 0.96538560)
(0.26518640, 0.08080988, -0.03262506, 0.96464960)
(0.26719230, 0.08250108, -0.03312608, 0.96387180)
(0.26924460, 0.08315673, -0.03368956, 0.96305360)
(0.27135550, 0.08307006, -0.03434015, 0.96219590)
(0.27353750, 0.08251110, -0.03509163, 0.96129970)
(0.27580290, 0.08140416, -0.03591765, 0.96036590)
(0.27816420, 0.07955446, -0.03681053, 0.95939570)
(0.28063380, 0.07651635, -0.03788261, 0.95839010)
(0.28322400, 0.07276934, -0.03900045, 0.95735010)
(0.28594730, 0.06965642, -0.03973000, 0.95627670)
(0.28881600, 0.06748073, -0.03991991, 0.95517100)
(0.29184250, 0.06553200, -0.03991750, 0.95403390)
(0.29508000, 0.06323991, -0.04006071, 0.95286650)
(0.29874940, 0.06078345, -0.04027305, 0.95166980)
(0.30289130, 0.05827435, -0.04049375, 0.95044490)
(0.30751720, 0.05577028, -0.04079002, 0.94912850)
(0.31263840, 0.05332888, -0.04110568, 0.94761660)
(0.31826620, 0.05100655, -0.04104905, 0.94592740)
(0.32441200, 0.04876890, -0.04039784, 0.94408180)
(0.33108700, 0.04659037, -0.03949513, 0.94210060)
(0.33824770, 0.04443607, -0.03876811, 0.94000460)
(0.34544850, 0.04213474, -0.03821645, 0.93781470)
(0.35255340, 0.04031023, -0.03758532, 0.93555160)
(0.35951850, 0.03952411, -0.03667738, 0.93323610)
(0.36629970, 0.03954359, -0.03556016, 0.93088910)
(0.37285290, 0.04016308, -0.03436333, 0.92853150)
(0.37913400, 0.04169365, -0.03321446, 0.92618390)
(0.38509890, 0.04364814, -0.03224109, 0.92386720)
(0.39070350, 0.04480935, -0.03157702, 0.92160220)
(0.39590390, 0.04518910, -0.03131236, 0.91940980)
(0.40065580, 0.04501531, -0.03121269, 0.91731080)
(0.40491520, 0.04446333, -0.03099771, 0.91532590)
(0.40863810, 0.04359984, -0.03071515, 0.91347610)
(0.41178040, 0.04142964, -0.03072396, 0.91178200)
(0.41436680, 0.03723367, -0.03127405, 0.91026460)
(0.41649100, 0.03155108, -0.03217746, 0.90894460)
(0.41818110, 0.02512485, -0.03316335, 0.90784290)
(0.41946460, 0.01785732, -0.03414499, 0.90698020)
(0.42036930, 0.00996497, -0.03529872, 0.90637740)
(0.42092270, 0.00191644, -0.03678945, 0.90602630)
(0.42115240, -0.00643346, -0.03856093, 0.90577230)
(0.42108600, -0.01492867, -0.04052867, 0.90558500)
(0.42075120, -0.02354417, -0.04262101, 0.90545850)
(0.42017540, -0.03227562, -0.04476628, 0.90538730)
(0.41938640, -0.04056143, -0.04689360, 0.90536570)
(0.41841180, -0.04830087, -0.04901665, 0.90538810)
(0.41727920, -0.05562169, -0.05113779, 0.90544890)
(0.41601610, -0.06247564, -0.05320874, 0.90554240)
(0.41465020, -0.06881449, -0.05518125, 0.90566300)
(0.41320910, -0.07458995, -0.05700705, 0.90580510)
(0.41172050, -0.07964569, -0.05862860, 0.90596300)
(0.41021180, -0.08397780, -0.06007390, 0.90613110)
