(-0.06727672, 0.93155400, -6.09879100)
(-0.06598020, 0.93791200, -6.02700300)
(-0.06466747, 0.94575700, -5.95483900)
(-0.06321916, 0.95374790, -5.88230600)
(-0.06151591, 0.96054390, -5.80941200)
(-0.05943834, 0.96480400, -5.73616600)
(-0.05688487, 0.96518730, -5.66257500)
(-0.05406518, 0.96035300, -5.58864800)
(-0.05131713, 0.95071460, -5.51439200)
(-0.04895429, 0.93933960, -5.43981600)
(-0.04728909, 0.92855360, -5.36492700)
(-0.04645892, 0.92068010, -5.28973400)
(-0.04630615, 0.91804240, -5.21424500)
(-0.04665439, 0.92275270, -5.13846800)
(-0.04732726, 0.93285790, -5.06241000)
(-0.04814838, 0.94538790, -4.98608100)
(-0.04899552, 0.95793180, -4.90948700)
(-0.05006241, 0.96807860, -4.83263700)
(-0.05136110, 0.97341740, -4.75553900)
(-0.05285820, 0.97232190, -4.67820100)
(-0.05451144, 0.96680810, -4.60063100)
(-0.05614765, 0.95891150, -4.52283700)
(-0.05773480, 0.95057960, -4.44482700)
(-0.05930430, 0.94375930, -4.36661000)
(-0.06088755, 0.94039810, -4.28819200)
(-0.06251594, 0.94244310, -4.20958300)
(-0.06422089, 0.95043900, -4.13079000)
(-0.06602115, 0.95981090, -4.05182100)
(-0.06761897, 0.96850840, -3.97268500)
(-0.06881890, 0.97481950, -3.89338900)
(-0.06955481, 0.97703230, -3.81394100)
(-0.06997541, 0.97343500, -3.73435000)
(-0.07037489, 0.96397190, -3.65462300)
(-0.07104503, 0.95145270, -3.57476900)
(-0.07227842, 0.93853830, -3.49479600)
(-0.07423551, 0.92788900, -3.41471100)
(-0.07663190, 0.92216570, -3.33452200)
(-0.07909943, 0.92382960, -3.25423900)
(-0.08126990, 0.93183480, -3.17386800)
(-0.08300275, 0.94336260, -3.09341800)
(-0.08456990, 0.95578520, -3.01289700)
(-0.08619879, 0.96647440, -2.93231500)
(-0.08811675, 0.97280220, -2.85182400)
(-0.09042513, 0.97254780, -2.77149200)
(-0.09285539, 0.96654450, -2.69130100)
(-0.09526186, 0.95698760, -2.61123400)
(-0.09750943, 0.94607680, -2.53127100)
(-0.09953666, 0.93601190, -2.45139600)
(-0.10163870, 0.92899270, -2.37158800)
(-0.10380280, 0.92721920, -2.29183100)
(-0.10595600, 0.93216090, -2.21210700)
(-0.10802590, 0.94164130, -2.13239700)
(-0.10993960, 0.95306730, -2.05268300)
(-0.11148000, 0.96390560, -1.97294600)
(-0.11249840, 0.97162310, -1.89317000)
(-0.11316180, 0.97368960, -1.81333500)
(-0.11364010, 0.96920390, -1.73342300)
(-0.11410330, 0.96027570, -1.65341700)
(-0.11472130, 0.94915370, -1.57329800)
(-0.11566400, 0.93808700, -1.49304800)
(-0.11705040, 0.92932460, -1.41264800)
(-0.11869220, 0.92511530, -1.33208200)
(-0.12028710, 0.92770670, -1.25133000)
(-0.12153270, 0.93644320, -1.17037400)
(-0.12224290, 0.94783300, -1.08919700)
(-0.12277800, 0.95954040, -1.00777000)
(-0.12336510, 0.96922970, -0.92586740)
(-0.12419950, 0.97456500, -0.84356740)
(-0.12543100, 0.97342510, -0.76110200)
(-0.12673660, 0.96694640, -0.67870330)
(-0.12795720, 0.95744970, -0.59660320)
(-0.12902540, 0.94701960, -0.51503350)
(-0.12988390, 0.93774100, -0.43422620)
(-0.13090440, 0.93169870, -0.35441300)
(-0.13219930, 0.93097720, -0.27549040)
(-0.13362590, 0.93729160, -0.19642330)
(-0.13504160, 0.94717590, -0.11649860)
(-0.13630380, 0.95778160, -0.03523797)
(-0.13726990, 0.96723590, 0.04651688)
(-0.13780050, 0.97366640, 0.12824450)
(-0.13805550, 0.97520040, 0.20984890)
(-0.13828550, 0.97024870, 0.29122460)
(-0.13862420, 0.96005490, 0.37226620)
(-0.13920500, 0.94748930, 0.45286830)
(-0.14016160, 0.93544190, 0.53292570)
(-0.14153490, 0.92680250, 0.61233280)
(-0.14283680, 0.92445210, 0.69098440)
(-0.14397180, 0.92887650, 0.76877500)
(-0.14493640, 0.93765490, 0.84605720)
(-0.14572720, 0.94871160, 0.92410570)
(-0.14634080, 0.95997120, 1.00279100)
(-0.14698070, 0.96935810, 1.08187700)
(-0.14792950, 0.97479670, 1.16112700)
(-0.14908150, 0.97421210, 1.24030300)
(-0.15032520, 0.96689990, 1.31916900)
(-0.15154910, 0.95536740, 1.39748900)
(-0.15264140, 0.94246960, 1.47502500)
(-0.15349080, 0.93106130, 1.55154100)
(-0.15398550, 0.92399760, 1.62680000)
(-0.15405040, 0.92429520, 1.70056500)
