(0.13121490, 0.34185430, -0.09674366, 0.92550480)
(0.13097210, 0.33828090, -0.09465001, 0.92705810)
(0.13078360, 0.33449730, -0.09247714, 0.92870090)
(0.13063790, 0.33046650, -0.09024226, 0.93042260)
(0.13052360, 0.32615150, -0.08796257, 0.93221270)
(0.13042920, 0.32151520, -0.08565529, 0.93406070)
(0.13034320, 0.31652050, -0.08333761, 0.93595590)
(0.13025420, 0.31113040, -0.08102677, 0.93788800)
(0.13015080, 0.30530770, -0.07873996, 0.93984620)
(0.13002150, 0.29901540, -0.07649439, 0.94181990)
(0.12985480, 0.29221650, -0.07430726, 0.94379880)
(0.12963920, 0.28499160, -0.07219581, 0.94577220)
(0.12936350, 0.27751190, -0.07017722, 0.94772950)
(0.12901600, 0.26987580, -0.06826871, 0.94966020)
(0.12858530, 0.26218160, -0.06649794, 0.95155380)
(0.12806000, 0.25452780, -0.06491315, 0.95339970)
(0.12742860, 0.24701280, -0.06352786, 0.95518730)
(0.12667600, 0.23973500, -0.06235287, 0.95690610)
(0.12576420, 0.23279280, -0.06139897, 0.95854550)
(0.12473050, 0.22628460, -0.06067695, 0.96009500)
(0.12363190, 0.22030870, -0.06019762, 0.96154400)
(0.12252530, 0.21496370, -0.05995614, 0.96288200)
(0.12146770, 0.21034790, -0.05990388, 0.96409840)
(0.12051610, 0.20655970, -0.05998587, 0.96518270)
(0.11972750, 0.20369750, -0.06014718, 0.96612420)
(0.11915860, 0.20185980, -0.06033284, 0.96691250)
(0.11886660, 0.20114490, -0.06048791, 0.96753690)
(0.11893180, 0.20175960, -0.06056082, 0.96798710)
(0.11956670, 0.20457620, -0.06055621, 0.96825220)
(0.12045830, 0.20813860, -0.06048172, 0.96832200)
(0.12116310, 0.21039780, -0.06033539, 0.96818570)
(0.12145830, 0.21067170, -0.06011527, 0.96799620)
(0.12152400, 0.20975890, -0.05981939, 0.96790600)
(0.12152120, 0.20783170, -0.05944580, 0.96790400)
(0.12161080, 0.20506250, -0.05899254, 0.96797910)
(0.12195360, 0.20162360, -0.05845765, 0.96812020)
(0.12271040, 0.19768730, -0.05783918, 0.96831630)
(0.12406700, 0.19337680, -0.05713768, 0.96855620)
(0.12628990, 0.18840120, -0.05639694, 0.96882870)
(0.12896400, 0.18328650, -0.05566565, 0.96912300)
(0.13152090, 0.17879930, -0.05498568, 0.96942780)
(0.13376690, 0.17514420, -0.05439891, 0.96973200)
(0.13587940, 0.17203470, -0.05394720, 0.97002450)
(0.13784640, 0.16950090, -0.05367243, 0.97029440)
(0.13965600, 0.16757290, -0.05361646, 0.97053030)
(0.14129630, 0.16628080, -0.05382116, 0.97072130)
(0.14275550, 0.16565470, -0.05432842, 0.97085620)
(0.14402160, 0.16572470, -0.05518122, 0.97092410)
(0.14508260, 0.16652100, -0.05640626, 0.97091370)
(0.14592670, 0.16807340, -0.05795636, 0.97081400)
(0.14654200, 0.17041230, -0.05977229, 0.97061380)
(0.14697840, 0.17343940, -0.06179485, 0.97030220)
(0.14730660, 0.17699740, -0.06396481, 0.96986790)
(0.14754580, 0.18102790, -0.06622297, 0.96930000)
(0.14771520, 0.18547270, -0.06851009, 0.96858720)
(0.14783370, 0.19027320, -0.07076696, 0.96771850)
(0.14792070, 0.19537120, -0.07293437, 0.96668280)
(0.14799530, 0.20070830, -0.07495999, 0.96547610)
(0.14807650, 0.20622610, -0.07689214, 0.96418420)
(0.14818360, 0.21186620, -0.07875551, 0.96283940)
(0.14833570, 0.21757030, -0.08055177, 0.96144680)
(0.14850050, 0.22333790, -0.08228257, 0.96001150)
(0.14863340, 0.22919220, -0.08394960, 0.95853880)
(0.14873460, 0.23511070, -0.08555450, 0.95703360)
(0.14880420, 0.24107060, -0.08709894, 0.95550110)
(0.14884260, 0.24704930, -0.08858459, 0.95394660)
(0.14885010, 0.25302430, -0.09001310, 0.95237510)
(0.14882670, 0.25897270, -0.09138615, 0.95079160)
(0.14877280, 0.26487200, -0.09270540, 0.94920150)
(0.14868860, 0.27069950, -0.09397250, 0.94760970)
(0.14857440, 0.27643260, -0.09518914, 0.94602140)
(0.14843030, 0.28204860, -0.09635696, 0.94444190)
(0.14825670, 0.28752490, -0.09747763, 0.94287610)
(0.14805380, 0.29283880, -0.09855282, 0.94132930)
(0.14782190, 0.29796770, -0.09958419, 0.93980650)
