0.67937340, 0.86593820, 0.02610059
0.68512550, 0.87223600, 0.00286303
0.69047020, 0.87568140, -0.01993310
0.69518030, 0.87624510, -0.04078598
0.69902880, 0.87389800, -0.06026458
0.70178870, 0.86861090, -0.08017164
0.70323280, 0.86035450, -0.10174480
0.70313440, 0.84909960, -0.12513660
0.70126610, 0.83489530, -0.14751040
0.69740100, 0.82059100, -0.16587790
0.69131220, 0.80816760, -0.17818360
0.68256580, 0.79835870, -0.18455170
0.67080000, 0.79189830, -0.18438830
0.65645960, 0.78951970, -0.17796440
0.64001820, 0.79195680, -0.15959080
0.61986420, 0.79820500, -0.13236650
0.59382500, 0.80529700, -0.09593247
0.56392920, 0.81266370, -0.05558085
0.53227250, 0.81978250, -0.01452256
0.50089700, 0.82613060, 0.02285033
0.47063310, 0.83118540, 0.06317715
0.44112260, 0.83442430, 0.08989633
0.41195870, 0.83565300, 0.11643780
0.38273460, 0.83621530, 0.14214260
0.35304370, 0.83622280, 0.16170710
0.32247910, 0.83555650, 0.18183500
0.29105400, 0.83409770, 0.19699950
0.25983550, 0.83172770, 0.21013800
0.22843720, 0.82832740, 0.22225120
0.19633000, 0.82377810, 0.23255960
0.16298510, 0.81796100, 0.23623660
0.12772020, 0.81074560, 0.23929460
0.08791101, 0.80299950, 0.23725600
0.04404316, 0.79655560, 0.23092910
-0.00438239, 0.79326770, 0.22581220
-0.06228370, 0.79439250, 0.21593560
-0.12021030, 0.79488180, 0.20361260
-0.17664250, 0.79367250, 0.19294740
-0.23071920, 0.79141410, 0.18001860
-0.28011440, 0.78875610, 0.16452830
-0.32279830, 0.78634770, 0.15062600
-0.35993220, 0.78483850, 0.14007630
-0.39249390, 0.78487770, 0.12586730
-0.42100910, 0.78711480, 0.11266570
-0.44732980, 0.79219910, 0.09692293
-0.47139980, 0.80035310, 0.08039930
-0.49278210, 0.80992960, 0.06195820
-0.51210200, 0.82004690, 0.04170141
-0.52998500, 0.82996260, 0.02154528
-0.54705620, 0.83893440, -0.00200610
-0.56394130, 0.84622000, -0.02647536
-0.58126540, 0.85107710, -0.05176080
-0.59965410, 0.85276340, -0.07817397
-0.61887360, 0.85053650, -0.10543980
-0.63721870, 0.84365420, -0.13387840
-0.65418740, 0.83137410, -0.16362000
-0.66932130, 0.81455450, -0.19160600
-0.68216200, 0.79642660, -0.21859290
-0.69225140, 0.77874480, -0.24155680
-0.69894660, 0.76323890, -0.25758420
-0.70066000, 0.75163860, -0.26573740
-0.69709900, 0.74567350, -0.26555700
-0.68823890, 0.74707340, -0.25643850
-0.67405480, 0.75654550, -0.24067170
-0.65452190, 0.76958820, -0.21381220
-0.63036110, 0.78400980, -0.18514180
-0.60465480, 0.79813580, -0.15369080
-0.57801590, 0.81029120, -0.12201740
-0.55076040, 0.81880150, -0.08804440
-0.52320430, 0.82211110, -0.05764349
-0.49566370, 0.82236900, -0.02985306
-0.46845470, 0.82122090, -0.00433715
-0.44182260, 0.81900970, 0.01829542
-0.41487240, 0.81607790, 0.03873494
-0.38736350, 0.81276830, 0.05674640
-0.35945520, 0.80942370, 0.07418407
-0.33130710, 0.80638670, 0.08987186
-0.30272270, 0.80269060, 0.10315300
-0.27063840, 0.79698680, 0.11480090
-0.23408270, 0.78993430, 0.12418430
-0.19276740, 0.78220770, 0.13749280
-0.14665090, 0.77448170, 0.15004570
-0.09663233, 0.76743100, 0.15930570
-0.04207525, 0.76173040, 0.16325610
0.01722378, 0.75805430, 0.16223180
0.08462773, 0.75758960, 0.15804600
0.15851640, 0.76190560, 0.15907970
0.22987520, 0.76931910, 0.15985600
0.29951210, 0.77787010, 0.16241850
0.36320980, 0.78559880, 0.16014590
0.41853890, 0.79071260, 0.15615510
0.46902100, 0.79556890, 0.14992380
0.51326720, 0.80144520, 0.14335900
0.54958350, 0.80818130, 0.13652460
0.57863950, 0.81561690, 0.12753190
0.60410380, 0.82359150, 0.11561770
0.62608100, 0.83194480, 0.10080800
0.64458380, 0.84051640, 0.08453289
0.65962490, 0.84914590, 0.06691267
0.67121700, 0.85767320, 0.04764925
