(-0.07776228, -0.68992960, 0.45220910)
(-0.06950361, -0.69091050, 0.46155920)
(-0.06119542, -0.69156010, 0.47106580)
(-0.05230960, -0.69212800, 0.48225460)
(-0.04243146, -0.69286340, 0.49504840)
(-0.03266675, -0.69401560, 0.50812070)
(-0.02408891, -0.69583400, 0.52021020)
(-0.01630264, -0.69856790, 0.53005610)
(-0.00975116, -0.70246670, 0.53639720)
(-0.00474922, -0.70777960, 0.53872030)
(-0.00110582, -0.71475620, 0.53783090)
(0.00121971, -0.72363470, 0.53406040)
(0.00217595, -0.73414220, 0.52773220)
(0.00186675, -0.74586300, 0.51917000)
(0.00038645, -0.75852470, 0.50869730)
(-0.00243422, -0.77185500, 0.49663750)
(-0.00596975, -0.78558180, 0.48331410)
(-0.00974126, -0.79943290, 0.46905070)
(-0.01397828, -0.81313590, 0.45417090)
(-0.01868438, -0.82641870, 0.43899690)
(-0.02414877, -0.83900900, 0.42359440)
(-0.02990738, -0.85063460, 0.40785080)
(-0.03503597, -0.86108980, 0.39174510)
(-0.03941759, -0.87087920, 0.37525670)
(-0.04375598, -0.88018360, 0.35836470)
(-0.04864888, -0.88902250, 0.34120880)
(-0.05393723, -0.89741550, 0.32429730)
(-0.05934398, -0.90538210, 0.30769510)
(-0.06460570, -0.91294210, 0.29143120)
(-0.06945898, -0.92011490, 0.27553450)
(-0.07365202, -0.92692010, 0.26003400)
(-0.07720791, -0.93337750, 0.24495850)
(-0.08016914, -0.93950650, 0.23033720)
(-0.08251537, -0.94532680, 0.21619880)
(-0.08422622, -0.95085790, 0.20257220)
(-0.08528132, -0.95611950, 0.18948660)
(-0.08566030, -0.96113120, 0.17719390)
(-0.08534280, -0.96591250, 0.16554220)
(-0.08430722, -0.97048310, 0.15362270)
(-0.08249933, -0.97486250, 0.14100820)
(-0.07996724, -0.97907030, 0.12840970)
(-0.07680548, -0.98312620, 0.11671060)
(-0.07310857, -0.98704960, 0.10606810)
(-0.06897102, -0.99086030, 0.09522759)
(-0.06448735, -0.99457790, 0.08306159)
(-0.05975209, -0.99822190, 0.07006583)
(-0.05485900, -1.00181200, 0.05732924)
(-0.04970358, -1.00536700, 0.04518574)
(-0.04452613, -1.00890800, 0.03335279)
(-0.03983884, -1.01242900, 0.02185584)
(-0.03568578, -1.01565000, 0.01080470)
(-0.03179390, -1.01850600, -0.00011785)
(-0.02792454, -1.02101500, -0.01127648)
(-0.02413260, -1.02319800, -0.02257634)
(-0.02070659, -1.02507400, -0.03368325)
(-0.01776227, -1.02666100, -0.04444421)
(-0.01523265, -1.02798100, -0.05496048)
(-0.01319671, -1.02905100, -0.06523578)
(-0.01179313, -1.02989200, -0.07526670)
(-0.01071344, -1.03052300, -0.08485138)
(-0.00958025, -1.03096300, -0.09373837)
(-0.00847543, -1.03123200, -0.10167620)
(-0.00748529, -1.03134900, -0.10841350)
(-0.00649502, -1.03094100, -0.11409680)
(-0.00560078, -1.02935000, -0.11868440)
(-0.00547344, -1.02664900, -0.12103250)
(-0.00641573, -1.02292400, -0.12034930)
(-0.00797857, -1.01826100, -0.11788930)
(-0.00968990, -1.01274700, -0.11529010)
(-0.01163425, -1.00646900, -0.11243310)
(-0.01385093, -0.99951170, -0.10875440)
(-0.01631054, -0.99196300, -0.10391230)
(-0.01898367, -0.98390910, -0.09804477)
(-0.02184086, -0.97543620, -0.09137638)
(-0.02480328, -0.96663100, -0.08421823)
(-0.02795934, -0.95757970, -0.07617370)
(-0.03151686, -0.94836900, -0.06645899)
(-0.03568367, -0.93908520, -0.05492522)
(-0.04066759, -0.92981490, -0.04213262)
(-0.04669129, -0.92064440, -0.02839769)
(-0.05377475, -0.91166030, -0.01349405)
(-0.06158709, -0.90294890, 0.00160663)
(-0.06977863, -0.89434790, 0.01583255)
(-0.07799966, -0.88553110, 0.03010236)
(-0.08592340, -0.87646190, 0.04653156)
(-0.09372943, -0.86710560, 0.06558241)
(-0.10091970, -0.85742770, 0.08632606)
(-0.10677160, -0.84739340, 0.10811690)
(-0.11145130, -0.83696810, 0.13121420)
(-0.11497770, -0.82611710, 0.15557020)
(-0.11728780, -0.81480580, 0.18103520)
(-0.11831890, -0.80299950, 0.20745980)
(-0.11800840, -0.79066360, 0.23469450)
(-0.11636820, -0.77776330, 0.26258970)
(-0.11349250, -0.76426410, 0.29099590)
(-0.10946530, -0.75013120, 0.31980930)
(-0.10437070, -0.73533010, 0.34930350)
(-0.09829235, -0.71982600, 0.37946240)
(-0.09108012, -0.70358430, 0.41017360)
(-0.08266083, -0.68657030, 0.44132490)
